#,cveID,assigner,publishedDate,url,baseScore,exploitabilityScore,baseSeverity,attackVector,privilegesRequired,attackComplexity,userInteraction,confidentialityImpact,integrityImpact,availabilityImpact
438,CVE-2023-0481,secalert@redhat.com,2023-02-24T18:15Z,https://github.com/quarkusio/quarkus/pull/30694,3.3,1.8,LOW,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE
439,CVE-2023-0482,secalert@redhat.com,2023-02-17T22:15Z,https://github.com/resteasy/resteasy/pull/3409/commits/807d7456f2137cde8ef7c316707211bf4e542d56,5.5,1.8,MEDIUM,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE
440,CVE-2023-0483,cve@gitlab.com,2023-03-09T20:15Z,https://gitlab.com/gitlab-org/cves/-/blob/master/2023/CVE-2023-0483.json,3.8,1.2,LOW,NETWORK,HIGH,LOW,NONE,LOW,LOW,NONE
441,CVE-2023-0484,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/e61fb245-0d7f-42b0-9b96-c17ade8c04c5,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
442,CVE-2023-0485,cve@gitlab.com,2023-05-03T21:15Z,https://hackerone.com/reports/1837937,6.5,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE
443,CVE-2023-0486,help@fluidattacks.com,2023-04-04T23:15Z,https://fluidattacks.com/advisories/smith/,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
444,CVE-2023-0487,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/0e874a1d-c866-45fa-b456-c8012dca32af,7.2,1.2,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH
445,CVE-2023-0488,security@huntr.dev,2023-01-26T22:15Z,https://huntr.dev/bounties/4311d8d7-682c-4f2a-b92c-3f9f1a36255a,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
446,CVE-2023-0489,contact@wpscan.com,2023-06-19T11:15Z,https://wpscan.com/vulnerability/238842ee-6392-4eb2-96cb-08e4ece6fca1,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
447,CVE-2023-0490,contact@wpscan.com,2023-05-15T13:15Z,https://wpscan.com/vulnerability/9b497d21-f075-41a9-afec-3e24034c8c63,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
448,CVE-2023-0491,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/b1a7e8fc-ffcf-493b-9f2d-ffa5d2348b60,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
449,CVE-2023-0492,contact@wpscan.com,2023-02-21T09:15Z,https://wpscan.com/vulnerability/ea3b129d-32d8-40e3-b1af-8b92a760db23,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
450,CVE-2023-0493,security@huntr.dev,2023-01-26T23:15Z,https://huntr.dev/bounties/3a73b45c-6f3e-4536-a327-cdfdbc59896f,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
451,CVE-2023-0494,secalert@redhat.com,2023-03-27T21:15Z,https://gitlab.freedesktop.org/xorg/xserver/-/commit/0ba6d8c37071131a49790243cdac55392ecf71ec,7.8,1.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH
452,CVE-2023-0495,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/2e3af480-b1a4-404c-b0fc-2b7b6a6b9c27,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
453,CVE-2023-0496,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/451b47d5-7bd2-4a82-9c8e-fe6601bcd2ab,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
454,CVE-2023-0497,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/ae5b7776-9d0d-4db8-81c3-237b16cd9c62,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
455,CVE-2023-0498,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/8fa051ad-5b35-46d8-be95-0ac4e73d5eff,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
456,CVE-2023-0499,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/9342470a-a0ad-4f0b-b95f-7daa39a6362b,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
457,CVE-2023-0500,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/95a6a11e-da5d-4fac-aff6-a3f7624682b7,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
458,CVE-2023-0501,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/36fd6c0d-3f0c-4f7d-aa17-5b2d084ab94c,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
459,CVE-2023-0502,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/c959f4ce-b6ea-4aee-9a98-aa98d2a62138,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
460,CVE-2023-0503,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/3cb148fb-1f30-4316-a421-10da51d849f3,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
461,CVE-2023-0504,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/b427841d-a3ad-4e3a-8964-baad90a9aedb,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
462,CVE-2023-0505,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/dbabff3e-b021-49ed-aaf3-b73a77d4b354,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
463,CVE-2023-0507,security@grafana.com,2023-03-01T16:15Z,https://grafana.com/security/security-advisories/cve-2023-0507/,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
464,CVE-2023-0508,cve@gitlab.com,2023-06-07T17:15Z,https://hackerone.com/reports/1842314,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
465,CVE-2023-0509,security@huntr.dev,2023-01-26T22:15Z,https://huntr.dev/bounties/a370e0c2-a41c-4871-ad91-bc6f31a8e839,7.4,2.2,HIGH,NETWORK,NONE,HIGH,NONE,HIGH,HIGH,NONE
466,CVE-2023-0511,psirt@forgerock.com,2023-02-28T17:15Z,https://backstage.forgerock.com/downloads/browse/am/featured/java-agents,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
467,CVE-2023-0512,security@huntr.dev,2023-01-30T16:15Z,https://github.com/vim/vim/commit/870219c58c0804bdc55419b2e455c06ac715a835,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
468,CVE-2023-0513,cna@vuldb.com,2023-01-26T21:18Z,https://gitee.com/isoftforce/dreamer_cms/issues/I68UYM,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
469,CVE-2023-0514,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/c6cc400a-9bfb-417d-9206-5582a49d0f05,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
470,CVE-2023-0515,cna@vuldb.com,2023-01-26T21:18Z,https://vuldb.com/?ctiid.219335,7.2,1.2,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH
471,CVE-2023-0516,cna@vuldb.com,2023-01-26T21:18Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/user_forget_password_email.md,7.2,1.2,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH
472,CVE-2023-0518,cve@gitlab.com,2023-02-13T23:15Z,https://gitlab.com/gitlab-org/cves/-/blob/master/2023/CVE-2023-0518.json,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
473,CVE-2023-0519,security@huntr.dev,2023-01-26T23:15Z,https://huntr.dev/bounties/891ad0cb-d12f-4c5e-aac8-d7326caf2129,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
474,CVE-2023-0520,contact@wpscan.com,2023-05-15T13:15Z,https://wpscan.com/vulnerability/be4f7ff9-af79-477b-9f47-e40e25a3558e,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
475,CVE-2023-0522,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/c7984bfb-86a3-4530-90ae-17ab39af1c54,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
476,CVE-2023-0523,cve@gitlab.com,2023-04-05T20:15Z,https://hackerone.com/reports/1842867,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
477,CVE-2023-0524,vulnreport@tenable.com,2023-02-01T03:15Z,https://www.tenable.com/security/tns-2023-04,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
478,CVE-2023-0526,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/0ec58310-243d-40c8-9fa6-8753947bfa89,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
479,CVE-2023-0527,cna@vuldb.com,2023-01-27T11:15Z,https://vuldb.com/?ctiid.219596,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
480,CVE-2023-0528,cna@vuldb.com,2023-01-27T11:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/admin_abc_id.md,6.3,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,LOW,LOW
481,CVE-2023-0529,cna@vuldb.com,2023-01-27T11:15Z,https://vuldb.com/?ctiid.219598,6.3,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,LOW,LOW
482,CVE-2023-0530,cna@vuldb.com,2023-01-27T11:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/admin_approve_user_id.md,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
483,CVE-2023-0531,cna@vuldb.com,2023-01-27T11:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/tototo_date.md,4.7,1.2,MEDIUM,NETWORK,HIGH,LOW,NONE,LOW,LOW,LOW
484,CVE-2023-0532,cna@vuldb.com,2023-01-27T11:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/admin_disapprove_user_id.md,4.7,1.2,MEDIUM,NETWORK,HIGH,LOW,NONE,LOW,LOW,LOW
485,CVE-2023-0533,cna@vuldb.com,2023-01-27T11:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/admin_expense_report_from_date.md,4.7,1.2,MEDIUM,NETWORK,HIGH,LOW,NONE,LOW,LOW,LOW
486,CVE-2023-0534,cna@vuldb.com,2023-01-27T11:15Z,https://vuldb.com/?id.219603,4.7,1.2,MEDIUM,NETWORK,HIGH,LOW,NONE,LOW,LOW,LOW
487,CVE-2023-0535,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/8c50321a-dba8-4379-9b9c-4c349e44b2ed,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
488,CVE-2023-0536,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/7b19d792-8083-4c0c-a45e-a99c1f5f0df0,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
489,CVE-2023-0537,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/d7369f1d-d1a0-4576-a676-c70525a6c743,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
490,CVE-2023-0538,contact@wpscan.com,2023-03-13T17:15Z,https://wpscan.com/vulnerability/4869fdc7-4fc7-4917-bc00-b6ced9ccc871,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
491,CVE-2023-0539,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/a4b6a83a-6394-4dfc-8bb3-4982867dab7d,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
492,CVE-2023-0540,contact@wpscan.com,2023-02-21T09:15Z,https://wpscan.com/vulnerability/b35b3da2-468d-4fe5-bff6-812432197a38,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
493,CVE-2023-0541,contact@wpscan.com,2023-02-21T09:15Z,https://wpscan.com/vulnerability/8453e587-cc8c-491a-af09-fc4ab215134b,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
494,CVE-2023-0542,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/17de2f77-3e6c-4c22-9196-6e5577ee7fcf,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
495,CVE-2023-0543,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/e3771938-40b5-4e8b-bb5a-847131a2b4a7,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
496,CVE-2023-0544,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/8ef9585f-67d7-4651-977a-fcad113882bd,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
497,CVE-2023-0545,contact@wpscan.com,2023-06-05T14:15Z,https://wpscan.com/vulnerability/b604afc8-61d0-4e98-8950-f3d29f9e9ee1,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
498,CVE-2023-0546,contact@wpscan.com,2023-04-10T14:15Z,https://wpscan.com/vulnerability/078f33cd-0f5c-46fe-b858-2107a09c6b69,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
499,CVE-2023-0547,security@mozilla.org,2023-06-02T17:15Z,https://bugzilla.mozilla.org/show_bug.cgi?id=1811298,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
500,CVE-2023-0548,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/b6c1ed7a-5b2d-4985-847d-56586b1aae9b,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
501,CVE-2023-0549,cna@vuldb.com,2023-01-27T19:15Z,https://github.com/YAFNET/YAFNET/security/advisories/GHSA-4hwx-678w-9cp5,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
502,CVE-2023-0550,security@wordfence.com,2023-01-27T21:15Z,https://plugins.trac.wordpress.org/browser/quick-restaurant-menu/tags/2.0.2/includes/admin/ajax-functions.php,4.3,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE
503,CVE-2023-0552,contact@wpscan.com,2023-02-27T16:15Z,https://wpscan.com/vulnerability/832c6155-a413-4641-849c-b98ba55e8551,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
504,CVE-2023-0553,security@wordfence.com,2023-01-27T21:15Z,https://plugins.trac.wordpress.org/browser/quick-restaurant-menu/tags/2.0.2/includes/admin/settings/settings.php,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
505,CVE-2023-0554,security@wordfence.com,2023-01-27T21:15Z,https://www.wordfence.com/threat-intel/vulnerabilities/id/bfc7c214-8d76-453c-a05d-682aa425b06e,4.3,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,LOW,NONE
506,CVE-2023-0555,security@wordfence.com,2023-01-27T21:15Z,https://plugins.trac.wordpress.org/browser/quick-restaurant-menu/tags/2.0.2/includes/admin/ajax-functions.php,5.4,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,LOW,NONE
507,CVE-2023-0556,security@wordfence.com,2023-01-27T22:15Z,https://plugins.trac.wordpress.org/changeset?sfp_email=&sfph_mail=&reponame=&new=2851006%40contentstudio%2Ftrunk&old=2844028%40contentstudio%2Ftrunk&sfp_email=&sfph_mail=,6.5,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,LOW,LOW,NONE
508,CVE-2023-0557,security@wordfence.com,2023-01-27T22:15Z,https://plugins.trac.wordpress.org/changeset?sfp_email=&sfph_mail=&reponame=&new=2851006%40contentstudio%2Ftrunk&old=2844028%40contentstudio%2Ftrunk&sfp_email=&sfph_mail=,5.3,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,LOW,NONE,NONE
509,CVE-2023-0558,security@wordfence.com,2023-01-27T22:15Z,https://plugins.trac.wordpress.org/browser/contentstudio/trunk/contentstudio-plugin.php#L416,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
510,CVE-2023-0559,contact@wpscan.com,2023-02-21T09:15Z,https://wpscan.com/vulnerability/e5549261-66e2-4a5e-8781-bc555b629ccc,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
511,CVE-2023-0560,cna@vuldb.com,2023-01-28T17:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/admin_practice_pdf_id.md,7.2,1.2,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH
512,CVE-2023-0561,cna@vuldb.com,2023-01-28T17:15Z,https://vuldb.com/?id.219702,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
513,CVE-2023-0562,cna@vuldb.com,2023-01-28T23:15Z,https://vuldb.com/?ctiid.219716,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
514,CVE-2023-0563,cna@vuldb.com,2023-01-28T23:15Z,https://vuldb.com/?ctiid.219717,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
515,CVE-2023-0564,security@huntr.dev,2023-01-29T01:15Z,https://huntr.dev/bounties/a4f86d6f-0d5d-428d-a4b3-551b20a21ce6,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,HIGH,NONE
516,CVE-2023-0565,security@huntr.dev,2023-01-29T22:15Z,https://huntr.dev/bounties/12d78294-1723-4450-a239-023952666102,4.9,1.2,MEDIUM,NETWORK,HIGH,LOW,NONE,NONE,HIGH,NONE
517,CVE-2023-0566,security@huntr.dev,2023-01-29T22:15Z,https://huntr.dev/bounties/8339e4f1-d430-4845-81b5-36dd9fcdac49,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
518,CVE-2023-0567,security@php.net,2023-03-01T08:15Z,https://github.com/php/php-src/security/advisories/GHSA-7fj2-8x79-rjf4,6.2,2.5,MEDIUM,LOCAL,NONE,LOW,NONE,NONE,HIGH,NONE
519,CVE-2023-0568,security@php.net,2023-02-16T07:15Z,https://bugs.php.net/bug.php?id=81746,8.1,2.2,HIGH,NETWORK,NONE,HIGH,NONE,HIGH,HIGH,HIGH
520,CVE-2023-0569,security@huntr.dev,2023-01-29T17:15Z,https://huntr.dev/bounties/81b1e1da-10dd-435e-94ae-4bdd41df6df9,6.5,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE
521,CVE-2023-0570,cna@vuldb.com,2023-01-29T18:15Z,https://github.com/linmoren/online-tours-travels-management-system/blob/main/user_operations_payment_operation_booking_id.md,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
522,CVE-2023-0571,cna@vuldb.com,2023-01-29T18:15Z,https://vuldb.com/?ctiid.219730,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
523,CVE-2023-0572,security@huntr.dev,2023-01-29T23:15Z,https://huntr.dev/bounties/4ab24ee2-3ff6-4248-9555-0af3e5f754ec,5.3,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,LOW,NONE,NONE
524,CVE-2023-0574,security@yugabyte.com,2023-02-09T15:15Z,https://www.yugabyte.com/,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
525,CVE-2023-0575,security@yugabyte.com,2023-02-09T17:15Z,https://www.yugabyte.com/,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
526,CVE-2023-0577,cve@usom.gov.tr,2023-03-03T07:15Z,https://www.usom.gov.tr/bildirim/tr-23-0125,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
527,CVE-2023-0578,cve@usom.gov.tr,2023-03-03T07:15Z,https://www.usom.gov.tr/bildirim/tr-23-0125,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
528,CVE-2023-0580,cybersecurity@ch.abb.com,2023-04-06T17:15Z,https://search.abb.com/library/Download.aspx?DocumentID=7PAA007893&LanguageCode=en&DocumentPartId=&Action=Launch,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
529,CVE-2023-0581,security@wordfence.com,2023-01-30T15:15Z,https://lcweb.it/privatecontent/changelog,5.3,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,LOW,NONE,NONE
530,CVE-2023-0583,security@wordfence.com,2023-06-03T02:15Z,https://plugins.trac.wordpress.org/browser/vk-blocks/trunk/inc/vk-blocks/App/RestAPI/BlockMeta/class-vk-blocks-entrypoint.php,4.3,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE
531,CVE-2023-0584,security@wordfence.com,2023-06-03T02:15Z,https://plugins.trac.wordpress.org/browser/vk-blocks/trunk/inc/vk-blocks/font-awesome/class-vk-blocks-font-awesome-api.php,4.3,2.8,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE
532,CVE-2023-0585,security@wordfence.com,2023-02-24T15:15Z,https://plugins.trac.wordpress.org/browser/all-in-one-seo-pack/tags/4.2.9/app/Common/Main/Updates.php?v=2829340#L666,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
533,CVE-2023-0586,security@wordfence.com,2023-02-24T15:15Z,https://plugins.trac.wordpress.org/browser/all-in-one-seo-pack/tags/4.2.9/app/Common/Admin/PostSettings.php?v=2829340#L202,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
534,CVE-2023-0587,vulnreport@tenable.com,2023-02-01T03:15Z,https://www.tenable.com/security/research/tra-2023-5,9.1,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,NONE,HIGH,HIGH
535,CVE-2023-0588,contact@wpscan.com,2023-06-27T14:15Z,https://wpscan.com/vulnerability/84be272e-0891-461c-91ad-496b64f92f8f,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
536,CVE-2023-0589,contact@wpscan.com,2023-03-27T16:15Z,https://wpscan.com/vulnerability/58649228-69a6-4028-8487-166b0a07fcf7,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
537,CVE-2023-0590,secalert@redhat.com,2023-03-23T21:15Z,https://lore.kernel.org/all/20221018203258.2793282-1-edumazet@google.com/,4.7,1.0,MEDIUM,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH
538,CVE-2023-0591,research@onekey.com,2023-01-31T10:15Z,https://onekey.com/blog/security-advisory-remote-command-execution-in-binwalk/,5.5,1.8,MEDIUM,LOCAL,NONE,LOW,REQUIRED,NONE,HIGH,NONE
539,CVE-2023-0592,research@onekey.com,2023-01-31T10:15Z,https://github.com/sviehb/jefferson/commit/971aca1a8b3b9f4fcb4674fa9621d3349195cdc6,5.5,1.8,MEDIUM,LOCAL,NONE,LOW,REQUIRED,NONE,HIGH,NONE
540,CVE-2023-0593,research@onekey.com,2023-01-31T10:15Z,https://onekey.com/blog/security-advisory-remote-command-execution-in-binwalk/,5.5,1.8,MEDIUM,LOCAL,NONE,LOW,REQUIRED,NONE,HIGH,NONE
541,CVE-2023-0594,security@grafana.com,2023-03-01T16:15Z,https://grafana.com/security/security-advisories/cve-2023-0594/,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
542,CVE-2023-0595,cybersecurity@schneider-electric.com,2023-02-24T11:15Z,https://download.schneider-electric.com/files?p_Doc_Ref=SEVD-2023-045-01&p_enDocType=Security+and+Safety+Notice&p_File_Name=SEVD-2023-045-01.pdf,5.3,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,NONE,LOW,NONE
543,CVE-2023-0597,secalert@redhat.com,2023-02-23T20:15Z,https://git.kernel.org/linus/97e3d26b5e5f371b3ee223d94dd123e6c442ba80,5.5,1.8,MEDIUM,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE
544,CVE-2023-0598,ics-cert@hq.dhs.gov,2023-03-16T20:15Z,https://digitalsupport.ge.com/s/article/iFIX-Secure-Deployment-Guide?language=en_US,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
545,CVE-2023-0599,cve@rapid7.com,2023-02-01T23:15Z,https://docs.rapid7.com/release-notes/metasploit/20230130/,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
546,CVE-2023-0600,contact@wpscan.com,2023-05-15T13:15Z,https://wpscan.com/vulnerability/8f46df4d-cb80-4d66-846f-85faf2ea0ec4,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
547,CVE-2023-0603,contact@wpscan.com,2023-05-08T14:15Z,https://wpscan.com/vulnerability/1c93ea8f-4e68-4da1-994e-35a5873278ba,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
548,CVE-2023-0605,contact@wpscan.com,2023-04-10T14:15Z,https://wpscan.com/vulnerability/57267c3c-d55e-4b37-a6d0-c5cd8569625c,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
549,CVE-2023-0606,security@huntr.dev,2023-02-01T01:15Z,https://github.com/ampache/ampache/commit/d3191503ca856dfe0b33d7cb17717ffd480046cb,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
550,CVE-2023-0607,security@huntr.dev,2023-02-01T04:15Z,https://github.com/projectsend/projectsend/commit/698be4ade1db6ae0eaf27c843a03ffc9683cca0a,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
551,CVE-2023-0608,security@huntr.dev,2023-02-01T06:15Z,https://github.com/microweber/microweber/commit/20df56615e61624f5fff149849753869e4b3b936,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
